Key,english
loadingTipRadials,"การโต้ตอบ [action:local:Activate][action:permanent:Activate], รีโหลด [action:local:Reload][action:permanent:Reload], ไฟฉาย [action:local:ToggleFlashlight][action:permanent:ToggleFlashlight] และช่องเก็บของ [action:local:Inventory][action:permanent:Inventory] ปุ่มต่างๆ มีเมนูแนวรัศมีที่ปรากฏขึ้นเมื่อกดปุ่มค้างไว้ชั่วขณะ สิ่งเหล่านี้ทำให้คุณมีตัวเลือกมากขึ้นโดยขึ้นอยู่กับบริบทปัจจุบัน."
loadingTipRadials_title,รัศมีเมนู
loadingTipScrapping,คุณสามารถย่อยไอเทมต่างๆที่เก็บรวบรวมมาได้ด้วยตนเองในช่องสัมภาระ แต่จะได้วัสดุพื้นฐานคืนมาเพียง 75% ส่วนทองเหลืองและไอเทมที่ทำจากเหล็ก สามารถนำไปหลอมใน เตาหลอม จะได้วัสดุกลับคืนมาเต็มจำนวน.
loadingTipScrapping_title,การย่อยไอเทม
loadingTipSledgehammers,ค้อนใหญ่ ใช้ทุบทำลายสิ่งต่างๆได้ดีมาก แต่ไม่เหมาะที่จะนำมาเก็บเกี่ยวทรัพยากร.
loadingTipSledgehammers_title,ค้อนใหญ่
loadingTipStealth,"ถ้าคุณหมอบลงจะเป็นการย่องเบาๆ ทำให้ศัตรูนั้นยากที่จะมองเห็น และได้ยินคุณ และคุณยังสามารถเพิ่มการย่องเบาได้กับทักษะ,สิ่งของ\nและ มอดของสิ่งของ หลอดวัดการหลบหลีกจะไม่แสดงเฉพาะการมองเห็นหรือได้ยินแต่จะรวมกันซึ่งช่วยให้คุณเห็นว่าการรอบเล้นของคุณอยู่ที่ระดับใด.."
loadingTipStealth_title,การลอบเร้นและย่องเบาๆ
loadingTipSteelKnuckles,สนับมือเหล็กกล้า คืออาวุธต่อสู้ระยะประชิด สามารถใช้ในการแล่เนื้อและซากศพได้อีกด้วย.
loadingTipSteelKnuckles_title,สนับมือเหล็กกล้า
loadingTipStoneAxe,ขวานหินเป็นเครื่องมือเริ่มต้นที่ดี สามารถใช้ในการรวบรวมทรัพยากรโดยการ [action:local:Primary]\nใช้ [action:local:Secondary] เพื่อซ่อมแซมและอัพเกรดบล็อค.
loadingTipStoneAxe_title,ขวานหิน
loadingTipUnlockingRecipes,ถ้าสูตรล็อคอยู่ แสดงว่าคุณไม่สามารถสร้างมันได้ ให้กดที่มัน ไม่ทางใดก็ทางหนึ่งมันจะแสดงการปลดล็อคนั้น\nทุกๆสูตรสามารถปลดล็อคได้กับทักษะ และจากหนังสือ หรือแผนผัง แต่ทักษะโดยทั่วไปจะให้ประโยชน์พิเศษเพิ่มเติม.
loadingTipUnlockingRecipes_title,การปลดล็อคสูตรต่างๆ
loadingTipUsingIronTools,อีเตอร์เหล็กสร้างความเสียหายแก่โลหะได้เร็วกว่าขวานหินมาก แต่ก็ใช้พละกำลังมากด้วยเช่นกัน เพิ่มเลเวลและการรับประทานอาหารที่ปรุงสุกจะเพิ่มความแข็งแกร่งพื้นฐานของคุณ\nเครื่องดื่มและ perks สามารถช่วยในการฟื้นฟูพละกำลัง ค่าขอพละกำลังและการเผาผลาญแคลอรี.
loadingTipUsingIronTools_title,ใช้เครื่องมือเหล็กสิ
loadingTipWhatIsItGoodFor,คุณรู้ที่จะสำรวจหาไอเท็ม หรือ ค้นหาทรัพยากรต่างๆ แต่คุณไม่รู้ว่าไอเท็มอะไรสำคัญบ้าง ลองเปิดช่องกระเป๋าจากนั้นกดเลือกที่ไอเท็ม จากนั้นกดเมนู [FFF000]ไอเท็ม เลือก (สูตร)[-] มันจะแสดงสูตรทั้งหมดที่สามารถทำได้โดยใช้ไอเท็มนี้เป็นวัตถุดิบในการคราฟไอเท็มต่างๆ
loadingTipWhatIsItGoodFor_title,สิ่งนี้ดีสำหรับอะไร?
loadingTipWorkstations,"คุณสามารถคราฟไอเท็มพื้นฐานโดยทั่วไปได้จากในช่องกระเป๋า ส่วนขั้นสูงนั้นต้องอาศัยจากอุปกรณ์คราฟไอเท็ม ได้แก่ [FFF000]โต๊ะอุปกรณ์ (Workbench),เตาหลอม(Forge), โต๊ะเคมี(Chemistry station)[-] หากต้องการดูว่าใช้อุปกรณ์ชนิดไหน เวลาเปิดช่องกระเป๋าเพื่อคราฟไอเท็ม ให้สังเกตรูปไอคอนว่าเป็นรูปอุปกรณ์คราฟไอเท็มประเภทไหน."
loadingTipWorkstations_title,สถานที่สร้างสิ่งของ
loadingTipWrenches,"อุปกรณ์เครื่องมือจำพวก[FFF000]ประแจเลื่อน, ปะแจบล็อก, สว่านไฟฟ้า[-] เป็นสุดยอดเครื่องมือช่างกล ต่างจากพวก อีเตอร์ เพราะที่ใช้ในการเลาะ และเก็บเกี่ยวทรัพยากรจำพวกเครื่องกล และวัสดุโลหะต่างๆได้ดีกว่า\n วิธีใช้งาน : ขณะสวมใส่ให้กดคลิ๊กที่วัตถุที่ต้องการเก็บเกี่ยว และจะได้รับทรัพยากร เช่น  electrical part เป็นต้น."
loadingTipWrenches_title,ประแจ
mmLblErrorConnectionDeniedTitle,The server denied your connection
mmLblErrorConnectionFailed,Connection to server failed
mmLblErrorSocketFailure,Starting the server failed. Probably another program is already using one of the game ports ({0}).
mmLblErrorUnknown,Starting server failed. Error code: {0}
mmLblErrorWrongPassword,Wrong password
btnConfirm,ลบ
btnDelete,ลบบันทึกเกม
eacDisconnected,Connection lost
eacIntegrityViolation,Integrity violation
eacNetError,Network error
eacUnableToPlayOnProtected,You will not be able to play on EAC protected servers during this game session.
eacUnknown,Unknown state
gmCreative,Creative
gmCreativeDesc,Creative mode
gmDeathmatch,Deathmatch
gmEditWorld,Edit
gmEditWorldDesc,Edit world mode
gmSurvival,Survival
gmSurvivalDesc,The stock single player story driven campaign mode played in Navezgane.
gmSurvivalMP,เอาชีวิตรอด MP
gmSurvivalPvP,เอาชีวิตรอด PvP
gmSurvivalSP,เอาชีวิตรอด SP
gmZombieHorde,ฝูงซอมบี้
goAirDropFrequency,แอร์ดรอปส์
goAirDropFrequencyDesc,How often supplies are air-dropped in game hours.
goAirDropValue,ทุกวัน
goAirDropValueHour,ทุกชั่วโมง
goAirDropValueHours,ทุก {0} ชั่วโมง
goAirDropValues,ทุก {0} วัน
goAll,ทุกอย่าง
goAnyValue,Any
goBackpack,เป้เท่านั้น
goBedrollDeadZoneSize,Bedroll Deadzone
goBedrollDeadZoneSizeDesc,Bedrolls create an area where zombies do not respawn. Any cleared sleeper volumes that touch this area will not respawn after they've been cleared.
goBedrollExpiryTime,Bedroll Duration
goBedrollExpiryTimeDesc,Number of days a bedroll stays active after owner was last online
goBlockDamageAI,ดาเมจ AI ที่ทำกับบล็อก
goBlockDamageAIBM,ดาเมจ AI คืนพระจันทร์สีเลือด
goBlockDamageAIBMDesc,ปรับความแรง เบา ของดาเมจที่ AI จะทำให้กับบล็อกในช่วงคืนพระจันทร์สีเลือด
goBlockDamageAIDesc,ปรับ ความเสียหายที่บล็อกจะได้รับจาก AI
goBlockDamagePlayer,ดาเมจผู้เล่นต่อบล็อก
goBlockDamagePlayerDesc,ปรับ ความเสียหายที่บล็อกจะได้รับ จาก ผู้เล่น
goBlockDamageValues,{0}%
goBlockDurability,ความทนทานของบล็อค
goBlockDurabilityDesc,Modifies the hardness of every block in the world. If you increase hardness then you and zombies will do less damage to blocks and mining is slower.
goBlockDurabilityValue,{0}%
goBlockDurabilityValues,{0}%
goBloodMoonEnemyCount,จำนวนซอมบี้พระจันทร์สีเลือด
goBloodMoonEnemyCountDesc,นี่คือจำนวนซอมบี้ที่สามารถมีชีวิตได้ (เกิดพร้อมกัน) ได้ตลอดเวลาต่อผู้เล่นระหว่างฝูงพระจันทร์สีเลือด อย่างไรก็ตาม ขีดจำกัดซอมบี้สูงสุด จะแทนที่จำนวนนี้ในเกมที่มีผู้เล่นหลายคน\nโปรดทราบว่าด่านเกมของคุณจะกำหนดจำนวนสูงสุดของซอมบี้ ซอมบี้ต่อปาร์ตี้ ค่าสเตจของเกมที่ต่ำอาจส่งผลให้จำนวนซอมบี้ต่ำกว่าการตั้งค่า จำนวนซอมบี้พระจันทร์สีเลือด \nการเปลี่ยนการตั้งค่านี้มีผลกระทบอย่างมากต่อประสิทธิภาพ อาจจะมี กระตุก หรือ ค้าง ดังนั้นปรับเท่าที่พอควร
